id,title,artist,year,note,path,startAt,chorusAt
54,君がくれた夏,家入レオ,2015,フジテレビ系ドラマ『恋仲』主題歌,https://www.youtube.com/watch?v=9qhJ1vhTH7A,6.3,75.8
55,タマシイレボリューション,Superfly,2011,NHK 2010年度サッカーテーマソング,https://www.youtube.com/watch?v=Z2tedgbqJJs,4.7,82.4
56,ファッションモンスター,きゃりーぱみゅぱみゅ,2012,ジーユーCMソング,https://www.youtube.com/watch?v=OsspQaXAhMw,0,74.2
57,ミスター,KARA,2010,,https://www.youtube.com/watch?v=pHtDaScwNjU,0.9,50.5
58,明日はきっといい日になる,高橋優,2015,,https://www.youtube.com/watch?v=cpIa89_rZoA,0.8,65.8
59,inside you,milet,2019,フジテレビ系ドラマ『スキャンダル専門弁護士 QUEEN』OP,https://www.youtube.com/watch?v=pHLC_uhnrxk,21.2,118.8
60,100万回の「I love you」,Rake,2010,,https://www.youtube.com/watch?v=_6h1UACCeIU,12.0,89.3
61,ベイビー・アイラブユー,ＴＥＥ,2010,,https://www.youtube.com/watch?v=l7z0QXvE1gs,13.8,96.2
62,Change,ONE OK ROCK,2018,,https://www.youtube.com/watch?v=ha6Fy_LeWtI,0,32.2
63,いとしき日々よ,平井 堅,2011,TBS系ドラマ『JIN-仁- 完結編』主題歌,https://www.youtube.com/watch?v=Ra-9M6ZgT8k,12.6,103.4
64,東京,JUJU,2018,映画『祈りの幕が下りる時』主題歌,https://www.youtube.com/watch?v=9KfaRO9L9Xk,4.9,74.5
65,ハピネス,AI,2011,コカ・コーラ2011クリスマスキャンペーン CMソング,https://www.youtube.com/watch?v=0yKEJsbxdZA,0,61.4
66,やってみよう,WANIMA,2017,au「三太郎シリーズ 春のトビラ・やってみよう 篇」 CMソング,https://www.youtube.com/watch?v=T383N0Qsk7g,0,31.3
67,ずっと feat. HAN‐KUN & TEE,SPICY CHOCOLATE,2014,,https://www.youtube.com/watch?v=-rJMGL7FOJ8,13.2,97
68,スターラブレイション,ケラケラ,2013,フジテレビ系ドラマ『ラスト♡シンデレラ』主題歌,https://www.youtube.com/watch?v=JQowMIY2bOw,1.7,85.9
69,Be...,MsOOJA,2012,TBS系ドラマ『恋愛ニート〜忘れた恋のはじめ方』主題歌,https://www.youtube.com/watch?v=fmvhvxG69Xk,5.8,79.7
70,雨のち晴レルヤ,ゆず,2013,NHK連続テレビ小説『ごちそうさん』主題歌,https://www.youtube.com/watch?v=9n3h2DAgeno,26.2,79.4
71,トイレの神様,植村花菜,2010,,https://www.youtube.com/watch?v=Z2VoEN1iooE,9.5,407.9
72,Everybody Go,Kis-My-Ft2,2011,TBS系金曜ドラマ『美男ですね』主題歌,https://www.youtube.com/watch?v=8xnQRSKT9eA,0.8,74.7
73,限界突破×サバイバー,氷川きよし,2017,『ドラゴンボール超』OP,https://www.youtube.com/watch?v=ZW7gqSBQ4VI,0,62.1
74,ラピスラズリ,藍井エイル,2015,『アルスラーン戦記』ED,https://www.youtube.com/watch?v=p2wIPUQu4JQ,11.0,73.6
75,ソラニン,ASIAN KUNG-FU GENERATION,2010,映画『ソラニン』主題歌,https://www.youtube.com/watch?v=XNURRmk8YrQ,8.4,125.9
76,喧嘩上等,avex,2014,フジテレビ系ドラマ『極悪がんぼ』主題歌,https://www.youtube.com/watch?v=5nIYbVh2IY0,0.3,78.2
77,好きだよ。～100回の後悔～,Sonar Pocket,2010,,https://www.youtube.com/watch?v=tmlnUiB2tl0,0,99.9
78,慕情,中島みゆき,2017,テレビ朝日系ドラマ『やすらぎの郷』主題歌,https://www.youtube.com/watch?v=vYLkRMkxG3k,0,69.4
79,あなたに恋をしてみました,chay,2015,フジテレビ系ドラマ『デート〜恋とはどんなものかしら〜』主題歌,https://www.youtube.com/watch?v=6u0SydHOnRo,0,80.7
80,東京VICTORY,サザンオールスターズ,2014,,https://www.youtube.com/watch?v=GAaRoZ1pJAg,1.2,101.2
81,SHE! HER! HER!,Kis-My-Ft2,2012,江崎グリコ『ウォータリングキスミント』CMソング,https://www.youtube.com/watch?v=xqG83DMJ6NY,0,84.9
82,パプリカ,Foorin,2018,NHK 2020応援ソングプロジェクト 応援ソング,https://www.youtube.com/watch?v=rWTjsCjH2kM,0,49.4
83,世界はあなたに笑いかけている,Little Glee Monster,2018,コカ・コーラ2018年度年間イメージソング,https://www.youtube.com/watch?v=dKKcSFWZ_vY,0,71.7
84,Cry & Fight,三浦大知,2016,,https://www.youtube.com/watch?v=QYb__7TQx6g,0,58
85,春風,Rihwa,2014,フジテレビ系ドラマ『僕のいた時間』主題歌,https://www.youtube.com/watch?v=7nkUDrItmFY,0,49.4
86,やさしくなりたい,斉藤和義,2011,日本テレビ系ドラマ『家政婦のミタ』主題歌,https://www.youtube.com/watch?v=ZtJi3fG4Iqs,0,62.4
87,君って,西野カナ,2010,フジテレビ系ドラマ『フリーター、家を買う。』挿入歌,https://www.youtube.com/watch?v=C_c52zHbHm8,10,97.2
88,荒野より,中島みゆき,2011,TBS系ドラマ『南極大陸』主題歌,https://www.youtube.com/watch?v=SAiF__QnQog,0,67.9
89,FOREVER LOVE,清水翔太×加藤ミリヤ,2010,,https://www.youtube.com/watch?v=9SJ5VGrE5u4,7.0,122.9
90,今のキミを忘れない,ナオト・インティライミ,2011,Sony「Ericsson“Cyber-shot ケータイ S006」CMソング,https://www.youtube.com/watch?v=eXS11Y_LhRo,5.4,96.4
91,Soup,藤原さくら,2016,フジテレビ系ドラマ『ラヴソング』主題歌,https://www.youtube.com/watch?v=NmtWfRbyoo8,0.9,69.7
92,マル・マル・モリ・モリ!,薫と友樹、たまにムック。,2011,フジテレビ系ドラマ『マルモのおきて』の主題歌,https://www.youtube.com/watch?v=_b1wKCzTLOA,0,31.1
93,何かひとつ,JAMOSA feat. JAY'ED & 若旦那,2019,日本テレビ系ドラマ『美咲ナンバーワン!!』主題歌,https://www.youtube.com/watch?v=2JLlvK6odA8,0,50.2
94,夜の踊り子,サカナクション,2012,,https://www.youtube.com/watch?v=6AozElbRnTM,2,175
