id,title,artist,year,note,path,startAt,chorusAt
20,HOWEVER,GLAY,1997,,https://www.youtube.com/watch?v=gPcPseeICjs,0,90.4
21,田園,玉置浩二,1996,,https://www.youtube.com/watch?v=j5O3kKfICXc,10.2,74.3
22,さよなら夏の日,山下達郎,1991,,https://www.youtube.com/watch?v=_paXh_LgwmM,0,50.1
23,真夏の夜の夢,松任谷由実,1993,,https://www.youtube.com/watch?v=fxTD_ZIAnH4,7.8,60.7
24,ESCAPE,MOON CHILD,1997,日本テレビ系ドラマ『FiVE』主題歌,https://www.youtube.com/watch?v=vSOLtBy-xas,6.8,70.5
25,SAY YES,CHAGE and ASKA,1991,フジテレビ系ドラマ『101回目のプロポーズ』主題歌,https://www.youtube.com/watch?v=Q9qAyt0G-jM,0,86.4
26,愛は勝つ,KAN,1990,,https://www.youtube.com/watch?v=-eQcHcINM2M,0,79.9
27,ROSIER,LUNASE,1994,「ロージア」,https://www.youtube.com/watch?v=DRLkiX-NZzE,12.3,93.4
28,はじまりはいつも雨,ASKA,1991,,https://www.youtube.com/watch?v=74IKR0WeKXY,8.3,107.1
29,あなたに会えてよかった,小泉今日子,1991,,https://www.youtube.com/watch?v=0nvnYwi6mQE,3.9,102.6
30,innocent world,Mr.Children,1994,,https://www.youtube.com/watch?v=rfVhsgCqG0I,0,81.1
31,アポロ,ポルノグラフィティ,1999,,https://www.youtube.com/watch?v=q_8ulbgIF5w,0,60.1
32,HONEY,L’Arc〜en〜Ciel,1998,,https://www.youtube.com/watch?v=WmM-KTcG3QY,3.9,77.7
33,ラブ・ストーリーは突然に,小田和正,1991,,https://www.youtube.com/watch?v=LDe0rbDromY,0,73.1
34,WOW WAR TONIGHT～時には起こせよムーヴメント～,H Jungle with T,1995,,https://www.youtube.com/watch?v=m4hmlvvnSeM,0,103.4
35,MajiでKoiする5秒前,広末涼子,1997,,https://www.youtube.com/watch?v=pG0bviOCSH0,15.7,76.7
36,誘惑,GLAY,1998,,https://www.youtube.com/watch?v=fGlDHwlq5SQ,0,89.9
37,ファイト！,中島みゆき,1994,,https://www.youtube.com/watch?v=WxV0KG2UPMA,0,252.0
38,慟哭,工藤静香,1993,,https://www.youtube.com/watch?v=Y-vtEQJTwI8,0,71.6
39,WON'T BE LONG,バブルガム・ブラザーズ ,1990,,https://www.youtube.com/watch?v=5WYHAaUlzpw,0,106.6
40,夏色,ゆず,1998,,https://www.youtube.com/watch?v=hhDzDL9Y2Lo,13.6,73.1
41,KISS ME,氷室京介,1992,,https://www.youtube.com/watch?v=OMyAZh_BT4s,0,49.3
42,旅人のうた,中島みゆき,1995,日本テレビ系ドラマ『家なき子2』主題歌,https://www.youtube.com/watch?v=Wjplt8N6EUc,0,89.0
43,"Hello,my friend",松任谷由実,1994,フジテレビ系ドラマ『君といた夏』主題歌,https://www.youtube.com/watch?v=K6dmZhdCYs0,28.4,88.7
44,恋しさと せつなさと 心強さと,篠原涼子 with t.komuro,1994,『ストリートファイターII MOVIE』タイアップ,https://www.youtube.com/watch?v=QGYfX8z4goE,0,186.8
45,TAKE ME HIGHER,V6,1996,『ウルトラマンティガ』OP,https://www.youtube.com/watch?v=hSoD1fcc_Bg,15.8,94.0
46,ひだまりの詩,Le Couple,1997,Le Couple（ル・クプル）,https://www.youtube.com/watch?v=kdEb-16-nyo,0,56.9
47,そばかす,JUDY AND MARY,1996,『るろうに剣心 -明治剣客浪漫譚-』OP,https://www.youtube.com/watch?v=ewphY7jULL0,0,59.1
48,今すぐKiss Me,LINDBERG,1990,フジテレビ系ドラマ『世界で一番君が好き!』主題歌,https://www.youtube.com/watch?v=GS_ANerdnPA,0,56.6
49,SOUL LOVE,GLAY,1998,,https://www.youtube.com/watch?v=vy7sXRCidX4,18.8,116.4
50,シーソーゲーム 〜勇敢な恋の歌〜,Mr.Children,1995,,https://www.youtube.com/watch?v=mOJIchNt3RY,13.0,68.8
51,Garden,Sugar Soul feat. Kenji,1999,,https://www.youtube.com/watch?v=yPkXURL1m6E,0,140.2
52,BOY MEETS GIRL,TRF,1994,,https://www.youtube.com/watch?v=EgGnreyPmaQ,8.2,116.9
53,バンビーナ,布袋寅泰,1999,,https://www.youtube.com/watch?v=lwOWS02RoEw,0,92.3
54,今宵の月のように,エレファントカシマシ,1997,フジテレビ系ドラマ『月の輝く夜だから』主題歌,https://www.youtube.com/watch?v=hW7DPzvEbxw,0,100.8
55,TOMORROW,岡本真夜,2012,,https://www.youtube.com/watch?v=BFMEvtbw-lI,0,84.5
56,つつみ込むように...,MISIA,1998,,https://www.youtube.com/watch?v=JeYJnSuYgrs,14.0,102.1
57,浅い眠り,Miyuki Nakajima - Topic,1992,フジテレビ系ドラマ『親愛なる者へ』主題歌,https://www.youtube.com/watch?v=CqrgGMzvLTE,0,90.6
58,エロティカ・セブン　EROTICA SEVEN,サザンオールスターズ,1993,,https://www.youtube.com/watch?v=UhLYBa6H2qI,0,66.3
59,LOVE PHANTOM,Bz,1995,,https://www.youtube.com/watch?v=ON4NXPUx-E8,0,79.8
60,あなただけ見つめてる,大黒摩季,1993,,https://www.youtube.com/watch?v=BmjjgJZwP3Y,0,94
61,STORM,LUNA　SEA,1998,,https://www.youtube.com/watch?v=uTqkiNkmY-Y,18.7,125.7
62,愛なんだ,V6,1997,,https://www.youtube.com/watch?v=XJZMGOW6SS0,8.3,67.9
63,DESTINY,My Little Lover,1998,フジテレビ系ドラマ『WITH LOVE』主題歌,https://www.youtube.com/watch?v=moWR51zvsM4,9.8,97.1
64,PRIDE,今井美樹,1996,フジテレビ系ドラマ『ドク』主題歌,https://www.youtube.com/watch?v=YdnrmS1h14A,20.1,116.4
65,my graduation,SPEED,1998,,https://www.youtube.com/watch?v=mPauNZw0tqs,0,61.3
66,DIVE TO BLUE,L’Arc〜en〜Ciel,1998,,https://www.youtube.com/watch?v=l7LM_lZ91nk,7.2,72.4
67,STEADY,SPEED,1996,テレビ朝日系ドラマ『イタズラなKiss』主題歌,https://www.youtube.com/watch?v=xm8Hyk3oGS4,4,67.6
68,Automatic,宇多田ヒカル,1998,,https://www.youtube.com/watch?v=KZrx_5QOwEA,0,85.1
69,PIECE OF MY WISH,今井美樹,1991,TBS系ドラマ『あしたがあるから』主題歌,https://www.youtube.com/watch?v=Y4OZftNHb_s,0,75.7
70,CRAZY GONNA CRAZY,TRF,1995,フジテレビ系ドラマ『我慢できない!』主題歌,https://www.youtube.com/watch?v=Cq8k__yuAak,23.8,113.8
71,HELLO,福山雅治,1995,,https://www.youtube.com/watch?v=lcyo_uqYnQk,11.9,66.1
72,朝がまた来る,DREAMS COME TRUE,1999,フジテレビ系ドラマ『救命病棟24時』主題歌,https://www.youtube.com/watch?v=DQDv-IFpGSA,3.9,64.9
73,恋心,相川七瀬,1996,,https://www.youtube.com/watch?v=kXAsPEe6Yn8,25.7,91.3
74,愛の言霊 ～Spiritual Message～,サザンオールスターズ,1996,日本テレビ系ドラマ『透明人間』主題歌,https://www.youtube.com/watch?v=exoGN_X9QSs,0,89.1
75,涙がキラリ☆,スピッツ,1995,,https://www.youtube.com/watch?v=hGsNLE45uWE,12.9,74.7
76,ズルい女,シャ乱Q,1995,,https://www.youtube.com/watch?v=bplLbHAGSAM,75.4,161.7
77,1/2,川本真琴,1997,『るろうに剣心 -明治剣客浪漫譚-』OP,https://www.youtube.com/watch?v=Un4DxLaADvw,1.7,68.7
78,KNOCKIN' ON YOUR DOOR,L⇔R,1995,フジテレビ系ドラマ『僕らに愛を!』主題歌,https://www.youtube.com/watch?v=xd8yYObr7L0,6.0,52.7
,,,,,,,
